chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
2	112640000	112650000	2	112800000	112810000	255,255,0	164	53.9524	43.3454	48.788	50.3423	2.66490244013e-22	1.72693787503e-32	4.00590888152e-32	5.34816506484e-22	5	112651000	112805000	14000.0
2	208610000	208620000	2	208920000	208930000	255,255,0	164	62.2423	54.6044	74.1704	58.5699	1.02303486663e-13	1.82747333987e-22	1.50394956096e-13	5.34816506484e-22	11	208616818	208918636	29820.3990307
1	20240000	20250000	1	20510000	20520000	255,255,0	164	86.8301	75.7549	106.198	76.1981	5.39973486629e-07	8.326483538e-14	0.0277647701045	1.60986888516e-13	1	20245000	20515000	0
1	161150000	161160000	1	161350000	161360000	255,255,0	164	102.965	74.2073	69.302	108.882	0.0147696654245	8.326483538e-14	1.50394956096e-13	0.0278765063851	1	161155000	161355000	0
1	202170000	202180000	1	202280000	202290000	255,255,0	164	71.8275	73.972	86.0048	98.7722	1.02303486663e-13	8.326483538e-14	8.92324436642e-07	0.0278765063851	8	202163750	202286250	14252.1928137
20	32450000	32460000	20	32650000	32660000	255,255,0	163	70.6035	83.0404	105.031	89.3007	2.00840522362e-13	9.41310134701e-07	0.0349554870364	1.4386485122e-06	1	32455000	32655000	0
20	57440000	57450000	20	57780000	57790000	255,255,0	163	36.8172	47.068	63.6003	52.7576	4.19634702773e-43	5.27286580126e-32	2.98656468909e-13	1.26475521317e-21	8	57443750	57793750	14252.1928137
19	51670000	51680000	19	51760000	51770000	255,255,0	163	87.8742	93.0725	88.8699	108.13	8.53279547114e-07	9.41310134701e-07	1.40694964564e-06	0.0351537058126	4	51665000	51762500	10307.764064
16	14010000	14020000	16	14380000	14390000	255,255,0	163	89.1319	56.9443	86.7192	58.9517	8.53279547114e-07	4.5664681394e-22	1.40694964564e-06	1.26475521317e-21	5	14017000	14379000	16124.5154966
15	66900000	66910000	15	67050000	67060000	255,255,0	163	81.4644	91.585	106.935	93.7224	8.53279547114e-07	9.41310134701e-07	0.0349554870364	1.4386485122e-06	3	66905000	67061666	10540.9255339
15	75060000	75070000	15	75240000	75250000	255,255,0	163	89.0501	75.9844	81.541	93.5257	8.53279547114e-07	1.64810335809e-13	1.40694964564e-06	1.4386485122e-06	2	75065000	75240000	5000.0
14	55020000	55030000	14	55240000	55250000	255,255,0	163	69.67	69.1891	93.4885	74.9417	2.00840522362e-13	1.64810335809e-13	1.40694964564e-06	3.19001702192e-13	5	55025000	55245000	10000.0
12	104860000	104870000	12	104960000	104970000	255,255,0	163	82.8024	93.1946	102.317	102.397	8.53279547114e-07	9.41310134701e-07	0.0349554870364	0.0351537058126	2	104860000	104965000	5000.0
11	75600000	75610000	11	75850000	75860000	255,255,0	163	76.8842	70.4444	85.0761	83.1908	2.00840522362e-13	1.64810335809e-13	1.40694964564e-06	1.4386485122e-06	6	75610000	75855000	11180.3398875
10	6150000	6160000	10	6240000	6250000	255,255,0	163	77.0504	78.0692	102.179	80.7056	2.00840522362e-13	9.41310134701e-07	0.0349554870364	1.4386485122e-06	1	6155000	6245000	0
8	10980000	10990000	8	11050000	11060000	255,255,0	163	81.5975	92.3612	100.51	104.653	8.53279547114e-07	9.41310134701e-07	0.0349554870364	0.0351537058126	1	10985000	11055000	0
8	21770000	21780000	8	21920000	21930000	255,255,0	163	65.7111	59.7626	88.9954	58.794	2.00840522362e-13	4.5664681394e-22	1.40694964564e-06	1.26475521317e-21	1	21775000	21925000	0
8	73920000	73930000	8	74080000	74090000	255,255,0	163	69.2352	65.2786	67.3763	86.1474	2.00840522362e-13	1.64810335809e-13	2.98656468909e-13	1.4386485122e-06	3	73921666	74081666	7453.559925
8	133880000	133890000	8	134210000	134220000	255,255,0	163	50.1714	44.19	53.6536	51.0436	6.50541503805e-22	5.27286580126e-32	1.42636857721e-21	1.26475521317e-21	8	133891250	134215000	17001.8381359
6	15680000	15690000	6	16180000	16190000	255,255,0	163	78.119	68.4507	89.5587	78.4904	8.53279547114e-07	1.64810335809e-13	1.40694964564e-06	1.4386485122e-06	7	15693571	16190714	16659.8625567
6	111000000	111010000	6	111270000	111280000	255,255,0	163	56.9829	58.7734	72.523	65.6913	6.50541503805e-22	4.5664681394e-22	2.98656468909e-13	3.19001702192e-13	4	111000000	111270000	7071.06781187
6	126120000	126130000	6	126270000	126280000	255,255,0	163	82.7197	89.3528	107.239	106.093	8.53279547114e-07	9.41310134701e-07	0.0349554870364	0.0351537058126	7	126110714	126287857	19219.4629244
6	150730000	150740000	6	151130000	151140000	255,255,0	163	54.3237	51.5445	64.834	60.8281	6.50541503805e-22	4.5664681394e-22	2.98656468909e-13	1.26475521317e-21	6	150736666	151135000	15365.9074288
5	157090000	157100000	5	157160000	157170000	255,255,0	163	83.8338	78.848	90.1239	70.5532	8.53279547114e-07	9.41310134701e-07	1.40694964564e-06	3.19001702192e-13	3	157098333	157165000	16666.6666667
3	194050000	194060000	3	194120000	194130000	255,255,0	163	83.0504	72.0075	69.4334	75.8631	8.53279547114e-07	1.64810335809e-13	2.98656468909e-13	3.19001702192e-13	2	194060000	194125000	5000.0
2	64870000	64880000	2	65050000	65060000	255,255,0	163	59.4393	86.9378	108.333	92.8401	6.50541503805e-22	9.41310134701e-07	0.0349554870364	1.4386485122e-06	1	64875000	65055000	0
2	73120000	73130000	2	73200000	73210000	255,255,0	163	81.3025	78.7408	95.0787	83.7418	8.53279547114e-07	9.41310134701e-07	1.40694964564e-06	1.4386485122e-06	3	73115000	73201666	12018.5042515
1	14150000	14160000	1	14280000	14290000	255,255,0	163	74.2423	65.861	74.7366	71.5279	2.00840522362e-13	1.64810335809e-13	2.98656468909e-13	3.19001702192e-13	5	14159000	14287000	16124.5154966
1	222630000	222640000	1	222800000	222810000	255,255,0	163	52.9217	42.6084	52.5717	50.9399	6.50541503805e-22	5.27286580126e-32	1.42636857721e-21	1.26475521317e-21	6	222640000	222805000	11180.3398875
X	1650000	1660000	X	1700000	1710000	255,255,0	163	94.8773	85.5635	93.2676	93.9239	8.53279547114e-07	9.41310134701e-07	1.40694964564e-06	1.4386485122e-06	1	1655000	1705000	0
X	135690000	135700000	X	135770000	135780000	255,255,0	163	91.717	87.2554	84.6016	104.459	8.53279547114e-07	9.41310134701e-07	1.40694964564e-06	0.0351537058126	2	135680000	135775000	15000.0
22	50320000	50330000	22	50460000	50470000	255,255,0	162	55.9915	46.6117	70.437	46.6503	1.58851947462e-21	1.60539585978e-31	5.84179065714e-13	5.40812443884e-31	23	50345434	50440652	39966.9050236
17	38510000	38520000	17	38690000	38700000	255,255,0	162	79.658	65.9444	63.9143	95.9808	1.32955518244e-06	3.20760310248e-13	5.84179065714e-13	2.2362887934e-06	2	38515000	38690000	5000.0
16	48380000	48390000	16	48660000	48670000	255,255,0	162	76.2129	56.7635	60.8836	75.7259	3.88385392472e-13	1.11955188861e-21	3.37105704488e-21	6.13623789905e-13	4	48390000	48660000	7071.06781187
15	68150000	68160000	15	68450000	68460000	255,255,0	162	83.2783	66.4502	101.408	64.0899	1.32955518244e-06	3.20760310248e-13	0.0437005875881	6.13623789905e-13	3	68158333	68448333	7453.559925
15	69070000	69080000	15	69160000	69170000	255,255,0	162	69.1192	76.3354	90.0348	87.1154	3.88385392472e-13	3.20760310248e-13	2.18168483095e-06	2.2362887934e-06	1	69075000	69165000	0
14	97050000	97060000	14	97210000	97220000	255,255,0	162	68.3079	67.7379	80.6841	77.2357	3.88385392472e-13	3.20760310248e-13	2.18168483095e-06	2.2362887934e-06	6	97048333	97206666	13437.0962472
13	100090000	100100000	13	100150000	100160000	255,255,0	162	96.8245	90.7022	95.2807	98.1608	1.32955518244e-06	1.47147312665e-06	2.18168483095e-06	0.0437947903401	2	100095000	100150000	5000.0
10	23600000	23610000	10	23810000	23820000	255,255,0	162	49.8964	45.4865	55.4604	50.2872	1.58851947462e-21	1.60539585978e-31	3.37105704488e-21	3.18233747729e-21	5	23607000	23819000	12649.1106407
10	59940000	59950000	10	60040000	60050000	255,255,0	162	68.0247	64.1958	75.8932	72.3742	3.88385392472e-13	3.20760310248e-13	5.84179065714e-13	6.13623789905e-13	6	59935000	60050000	11180.3398875
10	101150000	101160000	10	101370000	101380000	255,255,0	162	80.641	64.5275	66.9175	83.9079	1.32955518244e-06	3.20760310248e-13	5.84179065714e-13	2.2362887934e-06	2	101150000	101375000	5000.0
10	101190000	101200000	10	101370000	101380000	255,255,0	162	67.1385	66.9376	75.9585	84.7976	3.88385392472e-13	3.20760310248e-13	5.84179065714e-13	2.2362887934e-06	1	101195000	101375000	0
10	126220000	126230000	10	126420000	126430000	255,255,0	162	56.045	60.5755	88.1286	64.3949	1.58851947462e-21	1.11955188861e-21	2.18168483095e-06	6.13623789905e-13	5	126227000	126431000	12649.1106407
9	610000	620000	9	1000000	1010000	255,255,0	162	36.9463	40.7615	46.561	50.1383	1.62265236028e-42	1.60539585978e-31	3.94709579893e-31	3.18233747729e-21	4	612500	1005000	10307.764064
9	107920000	107930000	9	108170000	108180000	255,255,0	162	61.1167	49.9385	55.0041	63.6844	1.58851947462e-21	1.11955188861e-21	3.37105704488e-21	6.13623789905e-13	5	107931000	108175000	14000.0
9	139840000	139850000	9	139920000	139930000	255,255,0	162	88.0447	84.8038	103.984	87.3763	1.32955518244e-06	1.47147312665e-06	0.0437005875881	2.2362887934e-06	2	139845000	139930000	5000.0
6	7910000	7920000	6	7960000	7970000	255,255,0	162	88.6093	97.9584	99.7966	97.6115	1.32955518244e-06	0.0325185385365	0.0437005875881	0.0437947903401	2	7910000	7965000	5000.0
5	171620000	171630000	5	171710000	171720000	255,255,0	162	91.9745	84.3564	88.1139	102.552	1.32955518244e-06	1.47147312665e-06	2.18168483095e-06	0.0437947903401	2	171625000	171710000	5000.0
3	183190000	183200000	3	183280000	183290000	255,255,0	162	90.8153	93.4895	103.336	100.207	1.32955518244e-06	1.47147312665e-06	0.0437005875881	0.0437947903401	3	183188333	183281666	7453.55992499
2	47740000	47750000	2	47990000	48000000	255,255,0	162	59.247	65.5375	61.852	100.244	1.58851947462e-21	3.20760310248e-13	5.84179065714e-13	0.0437947903401	1	47745000	47995000	0
2	162850000	162860000	2	162980000	162990000	255,255,0	162	80.518	70.8521	85.3458	83.2601	1.32955518244e-06	3.20760310248e-13	2.18168483095e-06	2.2362887934e-06	4	162860000	162980000	7071.06781187
1	168400000	168410000	1	168550000	168560000	255,255,0	162	105.495	87.7321	104.859	97.8227	0.0232452713978	1.47147312665e-06	0.0437005875881	0.0437947903401	4	168410000	168550000	7071.06781187
1	180220000	180230000	1	180440000	180450000	255,255,0	162	55.8255	51.067	57.3537	68.1678	1.58851947462e-21	1.11955188861e-21	3.37105704488e-21	6.13623789905e-13	9	180220555	180449444	16517.8541637
1	212970000	212980000	1	213150000	213160000	255,255,0	162	80.8818	78.7391	91.5788	88.2594	1.32955518244e-06	1.47147312665e-06	2.18168483095e-06	2.2362887934e-06	7	212980714	213167857	17261.494248
1	224700000	224710000	1	224820000	224830000	255,255,0	162	78.2031	73.6312	90.6902	75.4371	1.32955518244e-06	3.20760310248e-13	2.18168483095e-06	6.13623789905e-13	4	224700000	224820000	7071.06781187
21	30540000	30550000	21	30740000	30750000	255,255,0	161	83.8906	81.7388	86.4058	99.5815	2.05772729447e-06	2.30523859634e-06	3.38638221944e-06	0.0544024563639	1	30545000	30745000	0
20	4740000	4750000	20	4920000	4930000	255,255,0	161	67.5006	65.9422	86.8612	71.7754	7.51362163741e-13	6.27119513528e-13	3.38638221944e-06	1.18446946883e-12	7	4742142	4933571	15452.3626091
19	55720000	55730000	19	55920000	55930000	255,255,0	161	79.6892	88.519	95.205	96.5259	2.05772729447e-06	2.30523859634e-06	3.38638221944e-06	3.45031721138e-06	2	55715000	55930000	11180.3398875
18	29130000	29140000	18	29300000	29310000	255,255,0	161	61.73	57.6815	69.9351	69.4284	7.51362163741e-13	2.72555614096e-21	1.14286414909e-12	1.18446946883e-12	9	29143888	29299444	18223.5771854
17	28450000	28460000	17	28560000	28570000	255,255,0	161	78.1999	83.8398	106.383	88.3851	2.05772729447e-06	2.30523859634e-06	0.05413452093	3.45031721138e-06	1	28455000	28565000	0
15	76360000	76370000	15	76420000	76430000	255,255,0	161	81.2877	89.0245	97.5798	103.265	2.05772729447e-06	2.30523859634e-06	0.05413452093	0.0544024563639	3	76355000	76431666	12018.5042515
12	108150000	108160000	12	108270000	108280000	255,255,0	161	69.027	70.1532	74.6523	91.5465	7.51362163741e-13	6.27119513528e-13	1.14286414909e-12	3.45031721138e-06	3	108158333	108275000	12018.5042515
11	58930000	58940000	11	59190000	59200000	255,255,0	161	46.1556	38.0266	43.1791	53.5121	1.00318877504e-30	5.64162988183e-42	1.22907009177e-30	7.66140029147e-21	5	58939000	59193000	16124.5154966
11	74100000	74110000	11	74160000	74170000	255,255,0	161	85.4694	83.8771	92.0606	89.2064	2.05772729447e-06	2.30523859634e-06	3.38638221944e-06	3.45031721138e-06	2	74105000	74160000	5000.0
11	82610000	82620000	11	82960000	82970000	255,255,0	161	66.0992	73.3289	89.154	86.0957	7.51362163741e-13	6.27119513528e-13	3.38638221944e-06	3.45031721138e-06	4	82617500	82975000	20155.6443707
11	128340000	128350000	11	128480000	128490000	255,255,0	161	79.3367	77.7335	74.7627	103.833	2.05772729447e-06	2.30523859634e-06	1.14286414909e-12	0.0544024563639	1	128345000	128485000	0
10	13410000	13420000	10	13480000	13490000	255,255,0	161	87.5054	85.7106	99.7274	95.2086	2.05772729447e-06	2.30523859634e-06	0.05413452093	3.45031721138e-06	1	13415000	13485000	0
9	71190000	71200000	9	71290000	71300000	255,255,0	161	78.7731	74.3581	85.8869	81.8009	2.05772729447e-06	6.27119513528e-13	3.38638221944e-06	3.45031721138e-06	3	71198333	71301666	7453.559925
9	101070000	101080000	9	101530000	101540000	255,255,0	161	61.4665	57.2688	68.8487	71.9633	7.51362163741e-13	2.72555614096e-21	1.14286414909e-12	1.18446946883e-12	9	101075000	101545000	14142.1356237
6	5140000	5150000	6	5300000	5310000	255,255,0	161	68.9588	71.8793	87.4982	74.6429	7.51362163741e-13	6.27119513528e-13	3.38638221944e-06	1.18446946883e-12	3	5145000	5305000	10000.0
6	111000000	111010000	6	111200000	111210000	255,255,0	161	61.6818	69.7759	85.9653	69.8416	7.51362163741e-13	6.27119513528e-13	3.38638221944e-06	1.18446946883e-12	2	111005000	111200000	5000.0
3	112050000	112060000	3	112230000	112240000	255,255,0	161	66.7631	74.5461	92.8773	89.3528	7.51362163741e-13	6.27119513528e-13	3.38638221944e-06	3.45031721138e-06	9	112045000	112245000	14142.1356237
3	156260000	156270000	3	156370000	156380000	255,255,0	161	86.6491	79.9115	88.2286	102.442	2.05772729447e-06	2.30523859634e-06	3.38638221944e-06	0.0544024563639	5	156273000	156385000	12806.2484749
2	37900000	37910000	2	38050000	38060000	255,255,0	161	78.4552	82.4524	91.9277	91.5078	2.05772729447e-06	2.30523859634e-06	3.38638221944e-06	3.45031721138e-06	2	37900000	38055000	5000.0
1	22450000	22460000	1	22600000	22610000	255,255,0	161	74.2918	73.2575	93.7412	72.0329	7.51362163741e-13	6.27119513528e-13	3.38638221944e-06	1.18446946883e-12	2	22450000	22605000	5000.0
1	113420000	113430000	1	113580000	113590000	255,255,0	161	55.9625	57.3238	64.9435	73.2345	3.86315930867e-21	2.72555614096e-21	1.14286414909e-12	1.18446946883e-12	5	113425000	113587000	12806.2484749
1	203830000	203840000	1	204090000	204100000	255,255,0	161	52.5308	48.902	57.9077	65.922	3.86315930867e-21	2.72555614096e-21	8.22118449084e-21	1.18446946883e-12	6	203835000	204096666	15365.9074288
1	234630000	234640000	1	235010000	235020000	255,255,0	161	74.4737	68.5867	104.264	64.5112	7.51362163741e-13	6.27119513528e-13	0.05413452093	1.18446946883e-12	1	234635000	235015000	0
X	53340000	53350000	X	53460000	53470000	255,255,0	161	58.5057	64.8233	78.5765	66.5312	3.86315930867e-21	6.27119513528e-13	3.38638221944e-06	1.18446946883e-12	3	53348333	53468333	7453.559925
19	15200000	15210000	19	15260000	15270000	255,255,0	160	92.7908	88.1233	91.3883	88.1317	3.15295847113e-06	3.56714581853e-06	5.22392286704e-06	5.30088345605e-06	3	15201666	15261666	7453.559925
16	57930000	57940000	16	58040000	58050000	255,255,0	160	72.3914	74.7258	90.5764	77.2311	1.44176563893e-12	1.21786173607e-12	5.22392286704e-06	5.30088345605e-06	5	57931000	58033000	12649.1106407
15	86270000	86280000	15	86380000	86390000	255,255,0	160	66.2862	51.6613	58.5811	60.5055	1.44176563893e-12	6.63994594343e-21	1.99594192553e-20	1.86492873254e-20	6	86275000	86380000	11180.3398875
14	65750000	65760000	14	65870000	65880000	255,255,0	160	88.2477	84.1955	91.6779	95.6847	3.15295847113e-06	3.56714581853e-06	5.22392286704e-06	5.30088345605e-06	1	65755000	65875000	0
10	112500000	112510000	10	112640000	112650000	255,255,0	160	76.453	67.6942	77.7052	85.0362	1.44176563893e-12	1.21786173607e-12	5.22392286704e-06	5.30088345605e-06	4	112507500	112647500	12747.548784
7	97920000	97930000	7	98030000	98040000	255,255,0	160	70.8604	60.1743	65.1593	73.6958	1.44176563893e-12	6.63994594343e-21	2.22455747492e-12	2.26985549133e-12	7	97926428	98036428	18626.2925863
5	17220000	17230000	5	17270000	17280000	255,255,0	160	92.0509	77.2345	94.133	80.7887	3.15295847113e-06	3.56714581853e-06	5.22392286704e-06	5.30088345605e-06	1	17225000	17275000	0
4	15800000	15810000	4	15950000	15960000	255,255,0	160	51.0692	60.3281	76.0295	68.6662	9.41955768524e-21	6.63994594343e-21	2.22455747492e-12	2.26985549133e-12	2	15805000	15960000	5000.0
4	84140000	84150000	4	84190000	84200000	255,255,0	160	81.2123	76.353	83.4831	82.9845	3.15295847113e-06	1.21786173607e-12	5.22392286704e-06	5.30088345605e-06	1	84145000	84195000	0
3	9010000	9020000	3	9340000	9350000	255,255,0	160	53.0039	44.2058	54.8222	53.9567	9.41955768524e-21	1.51759474616e-30	1.99594192553e-20	1.86492873254e-20	10	9023000	9345000	18000.0
3	72980000	72990000	3	73130000	73140000	255,255,0	160	74.2759	59.861	73.0352	63.3843	1.44176563893e-12	6.63994594343e-21	2.22455747492e-12	2.26985549133e-12	9	72992777	73115000	23438.9145664
3	112450000	112460000	3	112690000	112700000	255,255,0	160	58.5163	56.0911	65.4064	72.1529	9.41955768524e-21	6.63994594343e-21	2.22455747492e-12	2.26985549133e-12	5	112459000	112697000	12649.1106407
2	172010000	172020000	2	172170000	172180000	255,255,0	160	76.0313	73.6263	84.8686	82.32	1.44176563893e-12	1.21786173607e-12	5.22392286704e-06	5.30088345605e-06	4	172015000	172177500	10307.764064
1	27720000	27730000	1	27990000	28000000	255,255,0	160	90.3203	78.5072	89.712	89.9547	3.15295847113e-06	3.56714581853e-06	5.22392286704e-06	5.30088345605e-06	3	27735000	27995000	10000.0
1	109960000	109970000	1	110070000	110080000	255,255,0	160	87.6014	83.059	102.158	93.871	3.15295847113e-06	3.56714581853e-06	0.0665143775536	5.30088345605e-06	2	109965000	110080000	5000.0
1	167230000	167240000	1	167410000	167420000	255,255,0	160	71.8205	74.0119	98.468	75.1608	1.44176563893e-12	1.21786173607e-12	0.0665143775536	2.26985549133e-12	2	167235000	167410000	5000.0
1	178500000	178510000	1	178730000	178740000	255,255,0	160	85.5349	67.5641	88.8721	62.2063	3.15295847113e-06	1.21786173607e-12	5.22392286704e-06	2.26985549133e-12	8	178506250	178723750	14252.1928137
1	236020000	236030000	1	236130000	236140000	255,255,0	160	83.9098	79.9714	91.9862	86.676	3.15295847113e-06	3.56714581853e-06	5.22392286704e-06	5.30088345605e-06	1	236025000	236135000	0
20	20640000	20650000	20	20800000	20810000	255,255,0	159	43.9781	43.0404	54.2087	54.5376	8.97322327242e-30	4.52243670601e-30	4.71759897927e-20	4.30679345418e-20	6	20648333	20805000	16666.6666667
20	52550000	52560000	20	52680000	52690000	255,255,0	159	105.409	82.6232	74.0967	99.9289	0.0436977638124	5.47033792159e-06	4.20668875324e-12	0.0818970239341	5	52565000	52677000	12806.2484749
20	60880000	60890000	20	60950000	60960000	255,255,0	159	68.1442	71.4552	81.4067	93.6412	2.76547146095e-12	2.35130073944e-12	7.95604574742e-06	8.09645824171e-06	6	60880000	60955000	15000.0
17	4110000	4120000	17	4300000	4310000	255,255,0	159	65.0868	68.2359	79.1295	80.0716	2.76547146095e-12	2.35130073944e-12	7.95604574742e-06	8.09645824171e-06	6	4113333	4316666	11785.1130198
17	28430000	28440000	17	28660000	28670000	255,255,0	159	81.923	68.0495	90.6444	68.3442	4.77436976751e-06	2.35130073944e-12	7.95604574742e-06	4.35221964431e-12	6	28440000	28665000	15000.0
16	8980000	8990000	16	9220000	9230000	255,255,0	159	80.516	55.5015	59.6512	71.5983	4.77436976751e-06	1.57127280251e-20	4.71759897927e-20	4.35221964431e-12	2	8990000	9225000	5000.0
16	84110000	84120000	16	84210000	84220000	255,255,0	159	81.0099	72.6304	85.9709	79.8486	4.77436976751e-06	2.35130073944e-12	7.95604574742e-06	8.09645824171e-06	3	84111666	84218333	7453.559925
15	69020000	69030000	15	69160000	69170000	255,255,0	159	81.3485	78.9666	80.8675	96.5729	4.77436976751e-06	5.47033792159e-06	7.95604574742e-06	8.09645824171e-06	1	69025000	69165000	0
14	81740000	81750000	14	81910000	81920000	255,255,0	159	60.5495	66.7187	68.0908	89.3463	2.2258400589e-20	2.35130073944e-12	4.20668875324e-12	8.09645824171e-06	7	81739285	81922142	17670.4526812
12	57700000	57710000	12	57840000	57850000	255,255,0	159	73.584	72.9263	73.1935	100.946	2.76547146095e-12	2.35130073944e-12	4.20668875324e-12	0.0818970239341	2	57705000	57840000	5000.0
12	104590000	104600000	12	104750000	104760000	255,255,0	159	60.2458	54.2521	61.8969	66.4733	2.2258400589e-20	1.57127280251e-20	4.20668875324e-12	4.35221964431e-12	7	104599285	104753571	15779.0871674
12	124520000	124530000	12	124800000	124810000	255,255,0	159	61.2953	52.7083	67.6389	57.6717	2.2258400589e-20	1.57127280251e-20	4.20668875324e-12	4.30679345418e-20	4	124525000	124807500	10307.764064
11	62090000	62100000	11	62140000	62150000	255,255,0	159	93.8925	88.5877	90.4879	94.4696	4.77436976751e-06	5.47033792159e-06	7.95604574742e-06	8.09645824171e-06	1	62095000	62145000	0
11	63240000	63250000	11	63400000	63410000	255,255,0	159	64.6934	53.8837	65.1238	62.5502	2.76547146095e-12	1.57127280251e-20	4.20668875324e-12	4.35221964431e-12	4	63247500	63405000	10307.764064
8	128220000	128230000	8	128560000	128570000	255,255,0	159	55.1012	59.7945	61.2498	77.0411	2.2258400589e-20	1.57127280251e-20	4.71759897927e-20	4.35221964431e-12	6	128220000	128575000	25000.0
7	44620000	44630000	7	44880000	44890000	255,255,0	159	69.7054	55.1427	84.1931	53.6559	2.76547146095e-12	1.57127280251e-20	7.95604574742e-06	4.30679345418e-20	3	44635000	44885000	10000.0
6	26600000	26610000	6	27040000	27050000	255,255,0	159	51.3805	53.0115	75.6913	54.7098	2.2258400589e-20	1.57127280251e-20	4.20668875324e-12	4.30679345418e-20	5	26613000	27049000	12649.1106407
6	30320000	30330000	6	30370000	30380000	255,255,0	159	79.7015	93.7546	91.0299	95.7684	4.77436976751e-06	5.47033792159e-06	7.95604574742e-06	8.09645824171e-06	1	30325000	30375000	0
6	137410000	137420000	6	137630000	137640000	255,255,0	159	63.9194	66.7949	95.0566	67.5394	2.76547146095e-12	2.35130073944e-12	7.95604574742e-06	4.35221964431e-12	2	137405000	137635000	10000.0
6	159120000	159130000	6	159390000	159400000	255,255,0	159	60.001	52.1076	55.5092	73.5293	2.2258400589e-20	1.57127280251e-20	4.71759897927e-20	4.35221964431e-12	6	159123333	159396666	11785.1130198
4	89200000	89210000	4	89290000	89300000	255,255,0	159	83.7753	85.2313	94.066	95.5168	4.77436976751e-06	5.47033792159e-06	7.95604574742e-06	8.09645824171e-06	2	89210000	89295000	5000.0
4	113020000	113030000	4	113150000	113160000	255,255,0	159	60.4368	61.2017	83.5446	67.2867	2.2258400589e-20	1.57127280251e-20	7.95604574742e-06	4.35221964431e-12	1	113025000	113155000	0
3	38560000	38570000	3	38680000	38690000	255,255,0	159	67.3987	67.2797	78.2924	83.5296	2.76547146095e-12	2.35130073944e-12	7.95604574742e-06	8.09645824171e-06	5	38565000	38693000	12806.2484749
2	24630000	24640000	2	25050000	25060000	255,255,0	159	59.4703	49.7599	68.6217	55.6397	2.2258400589e-20	1.57127280251e-20	4.20668875324e-12	4.30679345418e-20	8	24633750	25050000	17365.5549868
2	213880000	213890000	2	214090000	214100000	255,255,0	159	40.6517	37.2004	44.4398	48.5191	8.97322327242e-30	8.63216111961e-41	1.11646053555e-29	1.6744249409e-29	5	213883000	214099000	12649.1106407
1	22450000	22460000	1	22740000	22750000	255,255,0	159	61.3547	54.2088	65.9527	60.2441	2.2258400589e-20	1.57127280251e-20	4.20668875324e-12	4.30679345418e-20	5	22451000	22737000	16124.5154966
1	40540000	40550000	1	40800000	40810000	255,255,0	159	86.2323	71.0114	75.6292	88.4115	4.77436976751e-06	2.35130073944e-12	4.20668875324e-12	8.09645824171e-06	2	40540000	40805000	5000.0
1	89460000	89470000	1	89820000	89830000	255,255,0	159	49.959	48.2386	57.8477	61.9231	2.2258400589e-20	4.52243670601e-30	4.71759897927e-20	4.35221964431e-12	4	89462500	89825000	10307.764064
1	112930000	112940000	1	113160000	113170000	255,255,0	159	58.5429	58.415	79.7439	60.8882	2.2258400589e-20	1.57127280251e-20	7.95604574742e-06	4.30679345418e-20	4	112935000	113160000	11180.3398875
1	182410000	182420000	1	182750000	182760000	255,255,0	159	39.8223	41.4748	49.1677	51.6366	8.97322327242e-30	4.52243670601e-30	4.71759897927e-20	4.30679345418e-20	5	182413000	182755000	12806.2484749
19	11400000	11410000	19	11580000	11590000	255,255,0	158	80.9357	89.1532	100.138	100.384	7.22484206072e-06	8.34372441866e-06	0.0996305674384	0.0995377636575	3	11408333	11588333	7453.559925
19	33910000	33920000	19	34260000	34270000	255,255,0	158	57.9198	44.9294	53.864	50.4751	5.32712044692e-20	1.29729595413e-29	1.07488126647e-19	9.94810713665e-20	8	33918750	34262500	16441.1830475
19	39610000	39620000	19	39820000	39830000	255,255,0	158	66.0454	65.4831	73.5705	66.6019	5.20983439539e-12	4.45627222824e-12	8.00625688866e-12	8.27039829256e-12	3	39611666	39818333	7453.559925
17	1780000	1790000	17	1930000	1940000	255,255,0	158	102.769	73.0893	68.2527	96.3574	0.0534859568408	4.45627222824e-12	8.00625688866e-12	1.22603586566e-05	2	1790000	1935000	5000.0
17	62220000	62230000	17	62340000	62350000	255,255,0	158	85.4468	78.1855	82.1455	92.3379	7.22484206072e-06	8.34372441866e-06	1.21155508669e-05	1.22603586566e-05	5	62229000	62353000	12649.1106407
16	760000	770000	16	830000	840000	255,255,0	158	71.8118	71.8837	68.8106	88.777	5.20983439539e-12	4.45627222824e-12	8.00625688866e-12	1.22603586566e-05	4	767500	840000	18200.2747232
15	64030000	64040000	15	64360000	64370000	255,255,0	158	82.3581	73.0963	77.3079	98.0179	7.22484206072e-06	4.45627222824e-12	1.21155508669e-05	0.0995377636575	6	64041666	64360000	15365.9074288
14	23060000	23070000	14	23230000	23240000	255,255,0	158	83.0686	83.8342	94.3991	83.793	7.22484206072e-06	8.34372441866e-06	1.21155508669e-05	1.22603586566e-05	1	23065000	23235000	0
12	1220000	1230000	12	1690000	1700000	255,255,0	158	44.0956	42.5313	56.6894	51.258	2.67117204017e-29	1.29729595413e-29	1.07488126647e-19	9.94810713665e-20	9	1226111	1699444	19116.2783712
